file	language	Pearson's r	MAE	MSE	R2
spanish_lcp_labels	Spanish	0.5045520254718268	0.14492189949502862	0.030576449949445528	0.13487900143507559
english_lcp_labels	English	0.6411340300259899	0.10815772580418163	0.024501460502206508	0.3330534261269925
