file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.5097327583148239	0.5837777917879341	0.7255875241932216	570	0	-0.5097327583148239
es	Spanish	-0.507819840308047	0.3623571149517354	0.8280341946438887	593	0	-0.507819840308047
ja	Japanese	-0.5133679374112112	0.43997716816743027	0.8333548615536791	570	0	-0.5133679374112112
