file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.2812832957780953	0.4047935633309505	0.5850450157993613	38130	0	-0.2812832957780953
es	Spanish	-0.32808511678683877	0.663821178107613	0.48929436457775116	45190	0	-0.32808511678683877
zh	Chinese	-0.3236864251213059	0.3444802830014514	0.710254176520277	12576	0	-0.3236864251213059
