file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.5395770516568789	0.8858496050634183	38130	229	-0.5297475805340774
es	Spanish	-0.7045775299966215	0.8695275073385371	45190	6238	-0.6685801128032167
zh	Chinese	-0.4237629314490317	0.729451767006414	12576	84	-0.4162818152521141
