file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6331898190567901	0.8576642366637655	38130	3870	-0.5972588945051536
es	Spanish	-0.7942460521071838	0.9278005792171882	45190	13955	-0.739991872919906
