file	language	correlation	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6274276249451158	1.0	38130	1175	-0.6091215554633433
es	Spanish	-0.8109464030156528	1.0	45190	8751	-0.7777678966313908
zh	Chinese	-0.5746116823237043	1.0	12576	373	-0.5437706844522888
