file	language	correlation	adjusted_r2	corr_tubelex	n	n_missing	corr_without_missing
en	English	-0.6906640662749387	0.6307280573440388	0.6927678057038188	570	0	-0.6906640662749387
es	Spanish	-0.6036794980137115	0.42120532648774733	0.7221230063815132	593	0	-0.6036794980137115
ja	Japanese	-0.29344711517813415	0.43570523189782373	0.47038611131306746	570	0	-0.29344711517813415
