videoid,auto,sub,nsub,categories,duration,view_count,upload_date,channel_id,uploader_id,language
0px63C1U4WM,False,True,1,Education,757,75633,20211229,UCbd-cDbbXgGqpJVW_6AR-mA,@Daxiongbear,
0PZfvNz2lO4,False,True,1,People & Blogs,111,36,20230102,UCCtm11OjSKkpScMO2TrrJow,@JilinXiaoman,
0Q1y7XimdVo,False,True,1,Entertainment,1300,18,20230809,UCAKQE1RY4dg5UwmMCk6zbkQ,@milomilo-333,
0qgWqtD6VBs,False,True,1,Entertainment,723,13,20230716,UCAKQE1RY4dg5UwmMCk6zbkQ,@milomilo-333,
0qJb4_-qDlY,False,True,1,News & Politics,1832,1682,20230314,UCmwvYKl7TPQx0vapr9_rBlA,@twgo817,
0QjPKNOe-1E,False,True,1,Music,1583,89,20220819,UCLHSemdIeKej7Q-rkxIexmQ,@FM-eb3tj,
0qnUxEU3M9c,False,True,1,News & Politics,244,698,20220819,UCzScgLfKFWxYsT8zI5SYEog,@funseeTW,
0qO_bDuKvU0,False,True,1,Entertainment,1078,770,20220315,UCkoVnTbzftGdIu7q_i5KCyw,@ghosttale,
0qXAv3M-fBg,False,True,1,News & Politics,1199,15101,20201029,UCdCtcC4xwWuPtyA9jdSAXmw,@kmchan,
_0QxlGpBiu4,False,True,1,People & Blogs,632,979,20211112,UCiVNvdjA7z9EI6NKNN6u-PQ,@moontor1,
0RCXR4rrF9A,False,True,1,Education,840,14937,20210317,UCPhNLu5UDcmPUFaJsknPpjg,@user-ps2ql3we6r,
0rfgE0d8ePQ,False,True,1,People & Blogs,190,18289,20230623,UCUeIjNLqsfihHuu8rq3hMZQ,@lixiaolong5119,
0RKbe6dr_4E,False,True,1,Education,518,951,20220613,UCTJY7nI9qksK2XCf9qYn-rw,@BestYears2BestPlaces,
0rmJEo68cvY,False,True,1,News & Politics,98,40,20221125,UCBq8IBkUqnKUYDOX5-_NbPQ,@RedHotTopicsNow,
0rnOsBlexe0,False,True,1,Science & Technology,415,60194,20201209,UC5_4cF_akvYTZw5eOa8Q3dw,@user-jz7bw9cm3n,
0RRhO7uZ0tY,False,True,1,People & Blogs,80,31,20230306,UC4isFl6ehe0kiLXRW269G7w,@OneMinuteMovieReviews_,
0rUBipEIDc4,False,True,1,People & Blogs,546,2357,20230212,UCu5_gUouOSGxsAXVUvc1DZg,@SHUXIELENGZHISHI,
0RV2XwakGjo,False,True,1,Entertainment,481,8711,20230612,UCvA0LvaLdK0oPY5eP03LvQg,@user-Somi0219,
0rv9zrzMxRQ,False,True,1,Nonprofits & Activism,199,226,20220115,UCZkgySjQQU380EqI82PhS4g,@compassionsangha2577,
0RvzbiOnZ8U,False,True,1,Gaming,1749,61903,20220403,UC-bok3D94D4yAiUKzOCF3LQ,@DongYT,
0RYLRQa3DNM,False,True,1,Education,874,271,20210224,UC38G7JsDbGJhRYYRarqAZtw,@u-coursefitness5163,
0RzapwIAo6Y,False,True,1,Travel & Events,72,2396,20230912,UC_5lJHgnMP_lb_VpIiXV0hQ,@kedaibiao,
0sacWfX8rhU,False,True,1,Howto & Style,191,14261,20210228,UCIqAdTxZDCUn9XA9wjVb-GA,@user-pu7qq5ft7s,
0sbMhdE6X4Q,False,True,1,Science & Technology,37,1226,20230906,UC2_Hf7lntqDAN0ev0SU8KCg,@luuyc,
0Sc2F6DYrzY,False,True,1,Education,1632,25117,20210203,UCGDMLMZtjCd5P4fhTCetwsw,@StockCafe,
0Sh4x7IpP4U,False,True,1,People & Blogs,626,3000,20210402,UCncD8I8sY4WA7v1EFlDUFgg,@djljonathanlim,
0sK3Ed-LhOw,False,True,1,News & Politics,1014,21073,20201130,UCG6ADYIl4GxaQib1HKIsRNg,@dakang,
0Sr46wCLFzA,False,True,1,Gaming,239,3614,20190816,UCuQOB_QEmbrQPPNOrKm5Opw,@joechan5530,
